line_id,from_bus,to_bus,from_facility_code,to_facility_code,voltage_kv,length_km,asset_type,status,number_of_original_segments,topology_confidence_score,parallel_group_id,r_ohm_per_km,r_value_status,r_source_id,r_source_confidence,r_scenario_id,r_assumption_note,x_ohm_per_km,x_value_status,x_source_id,x_source_confidence,x_scenario_id,x_assumption_note,c_nf_per_km,b_siemens_per_km,c_b_value_status,c_b_source_id,c_b_source_confidence,c_b_scenario_id,c_b_assumption_note,max_i_ka,max_i_value_status,max_i_source_id,max_i_source_confidence,max_i_scenario_id,max_i_assumption_note,thermal_limit_mva,thermal_limit_value_status,thermal_limit_source_id,thermal_limit_source_confidence,thermal_limit_scenario_id,thermal_limit_assumption_note,self_loop,solver_ready,notes
ATPL_00183,0101S5001600_60,0101S5000600_60,0101S5001600,0101S5000600,60.0,10.792649,overhead,em exploração,2,0.8965,PG_0101S5000600_0101S5001600_60kv_em_explora_o,,MISSING,,missing,S0_missing_only,Missing: no final Portuguese R LUT selected.,,MISSING,,missing,S0_missing_only,Missing: no final Portuguese X LUT selected.,,,MISSING,,missing,S0_missing_only,Missing: no final Portuguese B/capacitance LUT selected.,,MISSING,,missing,S0_missing_only,Missing.,,MISSING,,missing,S0_missing_only,Missing.,False,False,No complete Portuguese 60 kV overhead current/thermal LUT is defensibly sourced. R/X/B are intentionally missing unless a future scenario explicitly selects source-backed or benchmark-only values.
ATPL_00184,1706S5015000_60,1706P5024300_60,1706S5015000,1706P5024300,60.0,8.040204,mixed,em exploração,3,0.9347,PG_1706P5024300_1706S5015000_60kv_em_explora_o,,MISSING,,missing,S0_missing_only,Missing: no final Portuguese R LUT selected.,,MISSING,,missing,S0_missing_only,Missing: no final Portuguese X LUT selected.,,,MISSING,,missing,S0_missing_only,Missing: no final Portuguese B/capacitance LUT selected.,,MISSING,,missing,S0_missing_only,Missing.,,MISSING,,missing,S0_missing_only,Missing.,False,False,Mixed overhead/cable branch is not split by segment-level electrical length; keep non-solver-ready.
ATPL_00185,1301S5008700_60,1303S5009100_60,1301S5008700,1303S5009100,60.0,15.14851,overhead,em exploração,6,0.9431,PG_1301S5008700_1303S5009100_60kv_em_explora_o,,MISSING,,missing,S0_missing_only,Missing: no final Portuguese R LUT selected.,,MISSING,,missing,S0_missing_only,Missing: no final Portuguese X LUT selected.,,,MISSING,,missing,S0_missing_only,Missing: no final Portuguese B/capacitance LUT selected.,,MISSING,,missing,S0_missing_only,Missing.,,MISSING,,missing,S0_missing_only,Missing.,False,False,No complete Portuguese 60 kV overhead current/thermal LUT is defensibly sourced. R/X/B are intentionally missing unless a future scenario explicitly selects source-backed or benchmark-only values.
ATPL_00186,1314S5004600_60,0312S5001200_60,1314S5004600,0312S5001200,60.0,3.775058,overhead,em exploração,2,0.8094,PG_0312S5001200_1314S5004600_60kv_em_explora_o,,MISSING,,missing,S0_missing_only,Missing: no final Portuguese R LUT selected.,,MISSING,,missing,S0_missing_only,Missing: no final Portuguese X LUT selected.,,,MISSING,,missing,S0_missing_only,Missing: no final Portuguese B/capacitance LUT selected.,,MISSING,,missing,S0_missing_only,Missing.,,MISSING,,missing,S0_missing_only,Missing.,False,False,No complete Portuguese 60 kV overhead current/thermal LUT is defensibly sourced. R/X/B are intentionally missing unless a future scenario explicitly selects source-backed or benchmark-only values.
ATPL_00187,1314S5003200_60,0312S5001200_60,1314S5003200,0312S5001200,60.0,9.508128,overhead,em exploração,2,0.7864,PG_0312S5001200_1314S5003200_60kv_em_explora_o,,MISSING,,missing,S0_missing_only,Missing: no final Portuguese R LUT selected.,,MISSING,,missing,S0_missing_only,Missing: no final Portuguese X LUT selected.,,,MISSING,,missing,S0_missing_only,Missing: no final Portuguese B/capacitance LUT selected.,,MISSING,,missing,S0_missing_only,Missing.,,MISSING,,missing,S0_missing_only,Missing.,False,False,No complete Portuguese 60 kV overhead current/thermal LUT is defensibly sourced. R/X/B are intentionally missing unless a future scenario explicitly selects source-backed or benchmark-only values.
ATPL_00188,1311S5012400_60,1311S5023500_60,1311S5012400,1311S5023500,60.0,5.078098,mixed,em exploração,5,0.9143,PG_1311S5012400_1311S5023500_60kv_em_explora_o,,MISSING,,missing,S0_missing_only,Missing: no final Portuguese R LUT selected.,,MISSING,,missing,S0_missing_only,Missing: no final Portuguese X LUT selected.,,,MISSING,,missing,S0_missing_only,Missing: no final Portuguese B/capacitance LUT selected.,,MISSING,,missing,S0_missing_only,Missing.,,MISSING,,missing,S0_missing_only,Missing.,False,False,Mixed overhead/cable branch is not split by segment-level electrical length; keep non-solver-ready.
ATPL_00189,1304S5010200_60,1304S5009400_60,1304S5010200,1304S5009400,60.0,9.03524,overhead,em exploração,1,0.9096,PG_1304S5009400_1304S5010200_60kv_em_explora_o,,MISSING,,missing,S0_missing_only,Missing: no final Portuguese R LUT selected.,,MISSING,,missing,S0_missing_only,Missing: no final Portuguese X LUT selected.,,,MISSING,,missing,S0_missing_only,Missing: no final Portuguese B/capacitance LUT selected.,,MISSING,,missing,S0_missing_only,Missing.,,MISSING,,missing,S0_missing_only,Missing.,False,False,No complete Portuguese 60 kV overhead current/thermal LUT is defensibly sourced. R/X/B are intentionally missing unless a future scenario explicitly selects source-backed or benchmark-only values.
ATPL_00190,1315S5012200_60,1304S5010200_60,1315S5012200,1304S5010200,60.0,3.821266,overhead,em exploração,2,0.9174,PG_1304S5010200_1315S5012200_60kv_em_explora_o,,MISSING,,missing,S0_missing_only,Missing: no final Portuguese R LUT selected.,,MISSING,,missing,S0_missing_only,Missing: no final Portuguese X LUT selected.,,,MISSING,,missing,S0_missing_only,Missing: no final Portuguese B/capacitance LUT selected.,,MISSING,,missing,S0_missing_only,Missing.,,MISSING,,missing,S0_missing_only,Missing.,False,False,No complete Portuguese 60 kV overhead current/thermal LUT is defensibly sourced. R/X/B are intentionally missing unless a future scenario explicitly selects source-backed or benchmark-only values.
ATPL_00191,1317S5005200_60,1317S5002800_60,1317S5005200,1317S5002800,60.0,11.841079,mixed,em exploração,9,0.9076,PG_1317S5002800_1317S5005200_60kv_em_explora_o,,MISSING,,missing,S0_missing_only,Missing: no final Portuguese R LUT selected.,,MISSING,,missing,S0_missing_only,Missing: no final Portuguese X LUT selected.,,,MISSING,,missing,S0_missing_only,Missing: no final Portuguese B/capacitance LUT selected.,,MISSING,,missing,S0_missing_only,Missing.,,MISSING,,missing,S0_missing_only,Missing.,False,False,Mixed overhead/cable branch is not split by segment-level electrical length; keep non-solver-ready.
ATPL_00192,1312S5013300_60,1312S5014000_60,1312S5013300,1312S5014000,60.0,2.552545,cable,em exploração,5,0.9134,PG_1312S5013300_1312S5014000_60kv_em_explora_o,,MISSING,,missing,S1_cable_transformer_source_backed,Missing: no final Portuguese R LUT selected.,,MISSING,,missing,S1_cable_transformer_source_backed,Missing: no final Portuguese X LUT selected.,,,MISSING,,missing,S1_cable_transformer_source_backed,Missing: no final Portuguese B/capacitance LUT selected.,,SCENARIO_ASSUMED,SRC_EREDES_DMAC33281,medium,S1_cable_transformer_source_backed,Scenario band available only for E-REDES 36/60 kV cables.,,SCENARIO_ASSUMED,SRC_EREDES_DMAC33281,medium,S1_cable_transformer_source_backed,Derived only inside scenario from selected cable current band.,False,False,"Cable current/thermal bands exist from E-REDES 36/60 kV scenarios, but branch cable section and installation condition are unknown. R/X/B are intentionally missing unless a future scenario explicitly selects source-backed or benchmark-only values."
ATPL_00193,1312P5013500_60,1312S5012600_60,1312P5013500,1312S5012600,60.0,2.502539,cable,em exploração,5,0.8556,PG_1312P5013500_1312S5012600_60kv_em_explora_o,,MISSING,,missing,S1_cable_transformer_source_backed,Missing: no final Portuguese R LUT selected.,,MISSING,,missing,S1_cable_transformer_source_backed,Missing: no final Portuguese X LUT selected.,,,MISSING,,missing,S1_cable_transformer_source_backed,Missing: no final Portuguese B/capacitance LUT selected.,,SCENARIO_ASSUMED,SRC_EREDES_DMAC33281,medium,S1_cable_transformer_source_backed,Scenario band available only for E-REDES 36/60 kV cables.,,SCENARIO_ASSUMED,SRC_EREDES_DMAC33281,medium,S1_cable_transformer_source_backed,Derived only inside scenario from selected cable current band.,False,False,"Cable current/thermal bands exist from E-REDES 36/60 kV scenarios, but branch cable section and installation condition are unknown. R/X/B are intentionally missing unless a future scenario explicitly selects source-backed or benchmark-only values."
ATPL_00194,1606S5011500_60,1601S5024900_60,1606S5011500,1601S5024900,60.0,10.193892,overhead,em exploração,3,0.8719,PG_1601S5024900_1606S5011500_60kv_em_explora_o,,MISSING,,missing,S0_missing_only,Missing: no final Portuguese R LUT selected.,,MISSING,,missing,S0_missing_only,Missing: no final Portuguese X LUT selected.,,,MISSING,,missing,S0_missing_only,Missing: no final Portuguese B/capacitance LUT selected.,,MISSING,,missing,S0_missing_only,Missing.,,MISSING,,missing,S0_missing_only,Missing.,False,False,No complete Portuguese 60 kV overhead current/thermal LUT is defensibly sourced. R/X/B are intentionally missing unless a future scenario explicitly selects source-backed or benchmark-only values.
ATPL_00195,0306S5004700_60,0302S5003100_60,0306S5004700,0302S5003100,60.0,9.375487,overhead,em exploração,2,0.9109,PG_0302S5003100_0306S5004700_60kv_em_explora_o,,MISSING,,missing,S0_missing_only,Missing: no final Portuguese R LUT selected.,,MISSING,,missing,S0_missing_only,Missing: no final Portuguese X LUT selected.,,,MISSING,,missing,S0_missing_only,Missing: no final Portuguese B/capacitance LUT selected.,,MISSING,,missing,S0_missing_only,Missing.,,MISSING,,missing,S0_missing_only,Missing.,False,False,No complete Portuguese 60 kV overhead current/thermal LUT is defensibly sourced. R/X/B are intentionally missing unless a future scenario explicitly selects source-backed or benchmark-only values.
ATPL_00196,0302S5003100_60,0312S5003800_60,0302S5003100,0312S5003800,60.0,18.261389,overhead,em exploração,3,0.9026,PG_0302S5003100_0312S5003800_60kv_em_explora_o,,MISSING,,missing,S0_missing_only,Missing: no final Portuguese R LUT selected.,,MISSING,,missing,S0_missing_only,Missing: no final Portuguese X LUT selected.,,,MISSING,,missing,S0_missing_only,Missing: no final Portuguese B/capacitance LUT selected.,,MISSING,,missing,S0_missing_only,Missing.,,MISSING,,missing,S0_missing_only,Missing.,False,False,No complete Portuguese 60 kV overhead current/thermal LUT is defensibly sourced. R/X/B are intentionally missing unless a future scenario explicitly selects source-backed or benchmark-only values.
ATPL_00197,0312S5002700_60,1314S5004600_60,0312S5002700,1314S5004600,60.0,5.477949,overhead,em exploração,3,0.9334,PG_0312S5002700_1314S5004600_60kv_em_explora_o,,MISSING,,missing,S0_missing_only,Missing: no final Portuguese R LUT selected.,,MISSING,,missing,S0_missing_only,Missing: no final Portuguese X LUT selected.,,,MISSING,,missing,S0_missing_only,Missing: no final Portuguese B/capacitance LUT selected.,,MISSING,,missing,S0_missing_only,Missing.,,MISSING,,missing,S0_missing_only,Missing.,False,False,No complete Portuguese 60 kV overhead current/thermal LUT is defensibly sourced. R/X/B are intentionally missing unless a future scenario explicitly selects source-backed or benchmark-only values.
ATPL_00198,0312S5003800_60,0312S5002700_60,0312S5003800,0312S5002700,60.0,14.697903,overhead,em exploração,3,0.92,PG_0312S5002700_0312S5003800_60kv_em_explora_o,,MISSING,,missing,S0_missing_only,Missing: no final Portuguese R LUT selected.,,MISSING,,missing,S0_missing_only,Missing: no final Portuguese X LUT selected.,,,MISSING,,missing,S0_missing_only,Missing: no final Portuguese B/capacitance LUT selected.,,MISSING,,missing,S0_missing_only,Missing.,,MISSING,,missing,S0_missing_only,Missing.,False,False,No complete Portuguese 60 kV overhead current/thermal LUT is defensibly sourced. R/X/B are intentionally missing unless a future scenario explicitly selects source-backed or benchmark-only values.
ATPL_00199,0303S5006500_60,0301S5009900_60,0303S5006500,0301S5009900,60.0,8.932406,overhead,em exploração,2,0.9352,PG_0301S5009900_0303S5006500_60kv_em_explora_o,,MISSING,,missing,S0_missing_only,Missing: no final Portuguese R LUT selected.,,MISSING,,missing,S0_missing_only,Missing: no final Portuguese X LUT selected.,,,MISSING,,missing,S0_missing_only,Missing: no final Portuguese B/capacitance LUT selected.,,MISSING,,missing,S0_missing_only,Missing.,,MISSING,,missing,S0_missing_only,Missing.,False,False,No complete Portuguese 60 kV overhead current/thermal LUT is defensibly sourced. R/X/B are intentionally missing unless a future scenario explicitly selects source-backed or benchmark-only values.
ATPL_00200,0308S5012800_60,0308S5001900_60,0308S5012800,0308S5001900,60.0,1.265203,overhead,em exploração,2,0.9652,PG_0308S5001900_0308S5012800_60kv_em_explora_o,,MISSING,,missing,S0_missing_only,Missing: no final Portuguese R LUT selected.,,MISSING,,missing,S0_missing_only,Missing: no final Portuguese X LUT selected.,,,MISSING,,missing,S0_missing_only,Missing: no final Portuguese B/capacitance LUT selected.,,MISSING,,missing,S0_missing_only,Missing.,,MISSING,,missing,S0_missing_only,Missing.,False,False,No complete Portuguese 60 kV overhead current/thermal LUT is defensibly sourced. R/X/B are intentionally missing unless a future scenario explicitly selects source-backed or benchmark-only values.
ATPL_00201,1302P5020600_60,1805S5001700_60,1302P5020600,1805S5001700,60.0,17.806612,mixed,em exploração,6,0.8448,PG_1302P5020600_1805S5001700_60kv_em_explora_o,,MISSING,,missing,S0_missing_only,Missing: no final Portuguese R LUT selected.,,MISSING,,missing,S0_missing_only,Missing: no final Portuguese X LUT selected.,,,MISSING,,missing,S0_missing_only,Missing: no final Portuguese B/capacitance LUT selected.,,MISSING,,missing,S0_missing_only,Missing.,,MISSING,,missing,S0_missing_only,Missing.,False,False,Mixed overhead/cable branch is not split by segment-level electrical length; keep non-solver-ready.
ATPL_00202,1312P5013500_60,1312S5013900_60,1312P5013500,1312S5013900,60.0,1.660792,cable,em exploração,4,0.9184,PG_1312P5013500_1312S5013900_60kv_em_explora_o,,MISSING,,missing,S1_cable_transformer_source_backed,Missing: no final Portuguese R LUT selected.,,MISSING,,missing,S1_cable_transformer_source_backed,Missing: no final Portuguese X LUT selected.,,,MISSING,,missing,S1_cable_transformer_source_backed,Missing: no final Portuguese B/capacitance LUT selected.,,SCENARIO_ASSUMED,SRC_EREDES_DMAC33281,medium,S1_cable_transformer_source_backed,Scenario band available only for E-REDES 36/60 kV cables.,,SCENARIO_ASSUMED,SRC_EREDES_DMAC33281,medium,S1_cable_transformer_source_backed,Derived only inside scenario from selected cable current band.,False,False,"Cable current/thermal bands exist from E-REDES 36/60 kV scenarios, but branch cable section and installation condition are unknown. R/X/B are intentionally missing unless a future scenario explicitly selects source-backed or benchmark-only values."
ATPL_00203,1312P5014400_60,1312S5013900_60,1312P5014400,1312S5013900,60.0,2.609461,cable,desligado/reserva,7,0.8671,PG_1312P5014400_1312S5013900_60kv_desligado_reserva,,MISSING,,missing,S1_cable_transformer_source_backed,Missing: no final Portuguese R LUT selected.,,MISSING,,missing,S1_cable_transformer_source_backed,Missing: no final Portuguese X LUT selected.,,,MISSING,,missing,S1_cable_transformer_source_backed,Missing: no final Portuguese B/capacitance LUT selected.,,SCENARIO_ASSUMED,SRC_EREDES_DMAC33281,medium,S1_cable_transformer_source_backed,Scenario band available only for E-REDES 36/60 kV cables.,,SCENARIO_ASSUMED,SRC_EREDES_DMAC33281,medium,S1_cable_transformer_source_backed,Derived only inside scenario from selected cable current band.,False,False,"Cable current/thermal bands exist from E-REDES 36/60 kV scenarios, but branch cable section and installation condition are unknown. R/X/B are intentionally missing unless a future scenario explicitly selects source-backed or benchmark-only values."
ATPL_00204,1312P5014400_60,1312S5013900_60,1312P5014400,1312S5013900,60.0,2.610604,cable,em exploração,7,0.8642,PG_1312P5014400_1312S5013900_60kv_em_explora_o,,MISSING,,missing,S1_cable_transformer_source_backed,Missing: no final Portuguese R LUT selected.,,MISSING,,missing,S1_cable_transformer_source_backed,Missing: no final Portuguese X LUT selected.,,,MISSING,,missing,S1_cable_transformer_source_backed,Missing: no final Portuguese B/capacitance LUT selected.,,SCENARIO_ASSUMED,SRC_EREDES_DMAC33281,medium,S1_cable_transformer_source_backed,Scenario band available only for E-REDES 36/60 kV cables.,,SCENARIO_ASSUMED,SRC_EREDES_DMAC33281,medium,S1_cable_transformer_source_backed,Derived only inside scenario from selected cable current band.,False,False,"Cable current/thermal bands exist from E-REDES 36/60 kV scenarios, but branch cable section and installation condition are unknown. R/X/B are intentionally missing unless a future scenario explicitly selects source-backed or benchmark-only values."
ATPL_00205,1312S5013100_60,1312S5013200_60,1312S5013100,1312S5013200,60.0,2.56863,cable,em exploração,9,0.9257,PG_1312S5013100_1312S5013200_60kv_em_explora_o,,MISSING,,missing,S1_cable_transformer_source_backed,Missing: no final Portuguese R LUT selected.,,MISSING,,missing,S1_cable_transformer_source_backed,Missing: no final Portuguese X LUT selected.,,,MISSING,,missing,S1_cable_transformer_source_backed,Missing: no final Portuguese B/capacitance LUT selected.,,SCENARIO_ASSUMED,SRC_EREDES_DMAC33281,medium,S1_cable_transformer_source_backed,Scenario band available only for E-REDES 36/60 kV cables.,,SCENARIO_ASSUMED,SRC_EREDES_DMAC33281,medium,S1_cable_transformer_source_backed,Derived only inside scenario from selected cable current band.,False,False,"Cable current/thermal bands exist from E-REDES 36/60 kV scenarios, but branch cable section and installation condition are unknown. R/X/B are intentionally missing unless a future scenario explicitly selects source-backed or benchmark-only values."
ATPL_00206,1507S5030900_60,0712S5042500_60,1507S5030900,0712S5042500,60.0,17.351968,overhead,em exploração,4,0.9322,PG_0712S5042500_1507S5030900_60kv_em_explora_o,,MISSING,,missing,S0_missing_only,Missing: no final Portuguese R LUT selected.,,MISSING,,missing,S0_missing_only,Missing: no final Portuguese X LUT selected.,,,MISSING,,missing,S0_missing_only,Missing: no final Portuguese B/capacitance LUT selected.,,MISSING,,missing,S0_missing_only,Missing.,,MISSING,,missing,S0_missing_only,Missing.,False,False,No complete Portuguese 60 kV overhead current/thermal LUT is defensibly sourced. R/X/B are intentionally missing unless a future scenario explicitly selects source-backed or benchmark-only values.
ATPL_00207,1106S5478000_60,1106P5470000_60,1106S5478000,1106P5470000,60.0,3.096686,cable,em exploração,3,0.8448,PG_1106P5470000_1106S5478000_60kv_em_explora_o,,MISSING,,missing,S1_cable_transformer_source_backed,Missing: no final Portuguese R LUT selected.,,MISSING,,missing,S1_cable_transformer_source_backed,Missing: no final Portuguese X LUT selected.,,,MISSING,,missing,S1_cable_transformer_source_backed,Missing: no final Portuguese B/capacitance LUT selected.,,SCENARIO_ASSUMED,SRC_EREDES_DMAC33281,medium,S1_cable_transformer_source_backed,Scenario band available only for E-REDES 36/60 kV cables.,,SCENARIO_ASSUMED,SRC_EREDES_DMAC33281,medium,S1_cable_transformer_source_backed,Derived only inside scenario from selected cable current band.,False,False,"Cable current/thermal bands exist from E-REDES 36/60 kV scenarios, but branch cable section and installation condition are unknown. R/X/B are intentionally missing unless a future scenario explicitly selects source-backed or benchmark-only values."
ATPL_00208,1114P5340100_60,1114S5192200_60,1114P5340100,1114S5192200,60.0,8.558265,overhead,em exploração,10,0.9299,PG_1114P5340100_1114S5192200_60kv_em_explora_o,,MISSING,,missing,S0_missing_only,Missing: no final Portuguese R LUT selected.,,MISSING,,missing,S0_missing_only,Missing: no final Portuguese X LUT selected.,,,MISSING,,missing,S0_missing_only,Missing: no final Portuguese B/capacitance LUT selected.,,MISSING,,missing,S0_missing_only,Missing.,,MISSING,,missing,S0_missing_only,Missing.,False,False,No complete Portuguese 60 kV overhead current/thermal LUT is defensibly sourced. R/X/B are intentionally missing unless a future scenario explicitly selects source-backed or benchmark-only values.
ATPL_00209,1113S5527000_60,1113P5902200_60,1113S5527000,1113P5902200,60.0,7.891481,mixed,em exploração,5,0.9484,PG_1113P5902200_1113S5527000_60kv_em_explora_o,,MISSING,,missing,S0_missing_only,Missing: no final Portuguese R LUT selected.,,MISSING,,missing,S0_missing_only,Missing: no final Portuguese X LUT selected.,,,MISSING,,missing,S0_missing_only,Missing: no final Portuguese B/capacitance LUT selected.,,MISSING,,missing,S0_missing_only,Missing.,,MISSING,,missing,S0_missing_only,Missing.,False,False,Mixed overhead/cable branch is not split by segment-level electrical length; keep non-solver-ready.
ATPL_00210,1113S5900500_60,1113S5527000_60,1113S5900500,1113S5527000,60.0,7.550292,overhead,em exploração,3,0.9223,PG_1113S5527000_1113S5900500_60kv_em_explora_o,,MISSING,,missing,S0_missing_only,Missing: no final Portuguese R LUT selected.,,MISSING,,missing,S0_missing_only,Missing: no final Portuguese X LUT selected.,,,MISSING,,missing,S0_missing_only,Missing: no final Portuguese B/capacitance LUT selected.,,MISSING,,missing,S0_missing_only,Missing.,,MISSING,,missing,S0_missing_only,Missing.,False,False,No complete Portuguese 60 kV overhead current/thermal LUT is defensibly sourced. R/X/B are intentionally missing unless a future scenario explicitly selects source-backed or benchmark-only values.
ATPL_00211,1105P5395500_60,1111S5127800_60,1105P5395500,1111S5127800,60.0,4.619754,overhead,em exploração,3,0.8355,PG_1105P5395500_1111S5127800_60kv_em_explora_o,,MISSING,,missing,S0_missing_only,Missing: no final Portuguese R LUT selected.,,MISSING,,missing,S0_missing_only,Missing: no final Portuguese X LUT selected.,,,MISSING,,missing,S0_missing_only,Missing: no final Portuguese B/capacitance LUT selected.,,MISSING,,missing,S0_missing_only,Missing.,,MISSING,,missing,S0_missing_only,Missing.,False,False,No complete Portuguese 60 kV overhead current/thermal LUT is defensibly sourced. R/X/B are intentionally missing unless a future scenario explicitly selects source-backed or benchmark-only values.
ATPL_00212,1105P5395500_60,1110S5117100_60,1105P5395500,1110S5117100,60.0,8.034965,mixed,em exploração,17,0.7578,PG_1105P5395500_1110S5117100_60kv_em_explora_o,,MISSING,,missing,S0_missing_only,Missing: no final Portuguese R LUT selected.,,MISSING,,missing,S0_missing_only,Missing: no final Portuguese X LUT selected.,,,MISSING,,missing,S0_missing_only,Missing: no final Portuguese B/capacitance LUT selected.,,MISSING,,missing,S0_missing_only,Missing.,,MISSING,,missing,S0_missing_only,Missing.,False,False,Mixed overhead/cable branch is not split by segment-level electrical length; keep non-solver-ready.
ATPL_00213,1104S5672000_60,1012S5000500_60,1104S5672000,1012S5000500,60.0,8.905625,overhead,em exploração,3,0.712,PG_1012S5000500_1104S5672000_60kv_em_explora_o,,MISSING,,missing,S0_missing_only,Missing: no final Portuguese R LUT selected.,,MISSING,,missing,S0_missing_only,Missing: no final Portuguese X LUT selected.,,,MISSING,,missing,S0_missing_only,Missing: no final Portuguese B/capacitance LUT selected.,,MISSING,,missing,S0_missing_only,Missing.,,MISSING,,missing,S0_missing_only,Missing.,False,False,No complete Portuguese 60 kV overhead current/thermal LUT is defensibly sourced. R/X/B are intentionally missing unless a future scenario explicitly selects source-backed or benchmark-only values.
ATPL_00214,0606P5020700_60,0607S5003400_60,0606P5020700,0607S5003400,60.0,19.361523,overhead,em exploração,2,0.9632,PG_0606P5020700_0607S5003400_60kv_em_explora_o,,MISSING,,missing,S0_missing_only,Missing: no final Portuguese R LUT selected.,,MISSING,,missing,S0_missing_only,Missing: no final Portuguese X LUT selected.,,,MISSING,,missing,S0_missing_only,Missing: no final Portuguese B/capacitance LUT selected.,,MISSING,,missing,S0_missing_only,Missing.,,MISSING,,missing,S0_missing_only,Missing.,False,False,No complete Portuguese 60 kV overhead current/thermal LUT is defensibly sourced. R/X/B are intentionally missing unless a future scenario explicitly selects source-backed or benchmark-only values.
ATPL_00215,0616S5003500_60,1802S5010800_60,0616S5003500,1802S5010800,60.0,12.861895,mixed,em exploração,4,0.9309,PG_0616S5003500_1802S5010800_60kv_em_explora_o,,MISSING,,missing,S0_missing_only,Missing: no final Portuguese R LUT selected.,,MISSING,,missing,S0_missing_only,Missing: no final Portuguese X LUT selected.,,,MISSING,,missing,S0_missing_only,Missing: no final Portuguese B/capacitance LUT selected.,,MISSING,,missing,S0_missing_only,Missing.,,MISSING,,missing,S0_missing_only,Missing.,False,False,Mixed overhead/cable branch is not split by segment-level electrical length; keep non-solver-ready.
ATPL_00216,1410S5625300_60,1419S5627800_60,1410S5625300,1419S5627800,60.0,7.031617,overhead,em exploração,4,0.9175,PG_1410S5625300_1419S5627800_60kv_em_explora_o,,MISSING,,missing,S0_missing_only,Missing: no final Portuguese R LUT selected.,,MISSING,,missing,S0_missing_only,Missing: no final Portuguese X LUT selected.,,,MISSING,,missing,S0_missing_only,Missing: no final Portuguese B/capacitance LUT selected.,,MISSING,,missing,S0_missing_only,Missing.,,MISSING,,missing,S0_missing_only,Missing.,False,False,No complete Portuguese 60 kV overhead current/thermal LUT is defensibly sourced. R/X/B are intentionally missing unless a future scenario explicitly selects source-backed or benchmark-only values.
ATPL_00217,1405S5906000_60,1415S5840100_60,1405S5906000,1415S5840100,60.0,11.479012,overhead,em exploração,6,0.8578,PG_1405S5906000_1415S5840100_60kv_em_explora_o,,MISSING,,missing,S0_missing_only,Missing: no final Portuguese R LUT selected.,,MISSING,,missing,S0_missing_only,Missing: no final Portuguese X LUT selected.,,,MISSING,,missing,S0_missing_only,Missing: no final Portuguese B/capacitance LUT selected.,,MISSING,,missing,S0_missing_only,Missing.,,MISSING,,missing,S0_missing_only,Missing.,False,False,No complete Portuguese 60 kV overhead current/thermal LUT is defensibly sourced. R/X/B are intentionally missing unless a future scenario explicitly selects source-backed or benchmark-only values.
ATPL_00218,1416S5901000_60,1416S5106800_60,1416S5901000,1416S5106800,60.0,22.913354,overhead,em exploração,3,0.8351,PG_1416S5106800_1416S5901000_60kv_em_explora_o,,MISSING,,missing,S0_missing_only,Missing: no final Portuguese R LUT selected.,,MISSING,,missing,S0_missing_only,Missing: no final Portuguese X LUT selected.,,,MISSING,,missing,S0_missing_only,Missing: no final Portuguese B/capacitance LUT selected.,,MISSING,,missing,S0_missing_only,Missing.,,MISSING,,missing,S0_missing_only,Missing.,False,False,No complete Portuguese 60 kV overhead current/thermal LUT is defensibly sourced. R/X/B are intentionally missing unless a future scenario explicitly selects source-backed or benchmark-only values.
ATPL_00219,0303S5006500_60,0303S5012700_60,0303S5006500,0303S5012700,60.0,5.710475,mixed,em exploração,5,0.9344,PG_0303S5006500_0303S5012700_60kv_em_explora_o,,MISSING,,missing,S0_missing_only,Missing: no final Portuguese R LUT selected.,,MISSING,,missing,S0_missing_only,Missing: no final Portuguese X LUT selected.,,,MISSING,,missing,S0_missing_only,Missing: no final Portuguese B/capacitance LUT selected.,,MISSING,,missing,S0_missing_only,Missing.,,MISSING,,missing,S0_missing_only,Missing.,False,False,Mixed overhead/cable branch is not split by segment-level electrical length; keep non-solver-ready.
ATPL_00220,0811S5063200_60,0811S5060400_60,0811S5063200,0811S5060400,60.0,6.606652,overhead,em exploração,4,0.6889,PG_0811S5060400_0811S5063200_60kv_em_explora_o,,MISSING,,missing,S0_missing_only,Missing: no final Portuguese R LUT selected.,,MISSING,,missing,S0_missing_only,Missing: no final Portuguese X LUT selected.,,,MISSING,,missing,S0_missing_only,Missing: no final Portuguese B/capacitance LUT selected.,,MISSING,,missing,S0_missing_only,Missing.,,MISSING,,missing,S0_missing_only,Missing.,False,False,No complete Portuguese 60 kV overhead current/thermal LUT is defensibly sourced. R/X/B are intentionally missing unless a future scenario explicitly selects source-backed or benchmark-only values.
ATPL_00221,0811S5060400_60,0807S5063100_60,0811S5060400,0807S5063100,60.0,19.758767,overhead,em exploração,5,0.8404,PG_0807S5063100_0811S5060400_60kv_em_explora_o,,MISSING,,missing,S0_missing_only,Missing: no final Portuguese R LUT selected.,,MISSING,,missing,S0_missing_only,Missing: no final Portuguese X LUT selected.,,,MISSING,,missing,S0_missing_only,Missing: no final Portuguese B/capacitance LUT selected.,,MISSING,,missing,S0_missing_only,Missing.,,MISSING,,missing,S0_missing_only,Missing.,False,False,No complete Portuguese 60 kV overhead current/thermal LUT is defensibly sourced. R/X/B are intentionally missing unless a future scenario explicitly selects source-backed or benchmark-only values.
